Week_Start,Country_Code,Total_Events,Media_Volume,Total_Sources,Total_Mentions,Avg_Articles_Per_Event,Source_Diversity,Media_Tone,Avg_Goldstein,Root_Event_Count,Positive_Event_Count,Negative_Event_Count
2025-04-06,IN,19913,91465,20162,93142,4.5932305529051369,1.012504394114397,-0.88854761034895891,2.4897604579922668,13193,8234,11284
2025-04-13,IN,15847,80112,16104,81604,5.0553417050545795,1.0162175806146272,-1.2097793242813091,2.3458888117624772,10664,6446,9059
2025-04-20,IN,26383,117680,27167,119774,4.460448015767728,1.0297161050676582,-2.6665078857774951,2.36025470947201,15414,7656,18292
2025-04-27,IN,19045,91312,19328,92955,4.79453924914676,1.0148595431871883,-2.0688440149237031,2.5150223155683893,12370,5611,13136
2025-05-04,IN,20909,100632,21322,101936,4.8128557080682972,1.0197522597924342,-2.651368937995302,2.71498397819121,13054,5150,15314
2025-05-11,IN,18937,89441,19194,90834,4.7230817975392068,1.0135713154142678,-1.7360795448244997,2.8225220467867156,12377,5710,12725
2025-05-18,IN,18366,88343,18644,89851,4.8101382990308226,1.0151366655776983,-1.4020290503213197,2.8502722421866507,12056,6359,11610
2025-05-25,IN,18813,89124,19072,90864,4.7373624621272512,1.0137670759581148,-1.1311036155800029,2.7384521341625478,12554,6941,11429
2025-06-01,IN,19511,89936,19824,91554,4.6095023320178381,1.0160422325867458,-0.95053731336171954,2.6870790835938703,12861,7738,11171
2025-06-08,IN,18011,88553,18548,90423,4.9166065182388543,1.0298151129865083,-1.7055508503502645,2.7793515074121364,11535,5940,11691
2025-06-15,IN,221,956,235,956,4.3257918552036188,1.063348416289593,-0.59187469164585482,2.77420814479638,107,88,127
2025-06-22,IN,250,1133,257,1145,4.5320000000000018,1.028,-0.099231739946870123,2.1612,167,127,101
2025-06-29,IN,10315,50405,10575,51275,4.8865729520116341,1.02520601066408,-0.48168202602578375,2.6631895298109578,6819,4711,5394
2025-07-06,IN,16940,83042,17324,84713,4.9021251475796941,1.0226682408500587,-0.91847434571639586,2.5592266824084993,11361,6909,9651
2025-07-13,IN,17628,86917,18211,88588,4.930621738143862,1.0330723848422965,-0.82797272848835746,2.620887224869525,12134,7568,9691
2025-07-20,IN,17181,84986,17646,86510,4.94651068040277,1.027064780862581,-1.2203939224746987,2.7313311215878011,11597,6580,10192
2025-07-27,IN,17142,83986,17589,85810,4.89942830474857,1.026076303815191,-1.5421513489910212,2.6662408120406016,11446,6162,10676
2025-08-03,IN,18811,89690,19229,91517,4.7679549199936195,1.0222210408803361,-1.384082896508223,2.7105470203604276,12508,6389,11976
2025-08-10,IN,16226,81188,16619,82915,5.003574510045607,1.024220387033157,-1.0603006575164104,2.4443300875138676,11223,6320,9475
2025-08-17,IN,18537,90262,19140,91897,4.8692884501267688,1.0325295355235473,-0.90942675652160276,2.7649188110265959,12647,7557,10525
2025-08-24,IN,17470,83264,17973,85105,4.7661133371494007,1.0287922152261022,-0.809672099934203,2.7671780194619338,11485,7302,9775
2025-08-31,IN,19280,90077,19951,91557,4.67204356846473,1.0348029045643157,-0.68349740365721612,2.7584439834024885,12942,8481,10253
2025-09-07,IN,16945,82831,17432,84683,4.8882266155208045,1.0287400413101211,-0.82361349253394978,2.7387488934789017,11386,7107,9413
2025-09-14,IN,15860,79486,16235,81186,5.0117276166456479,1.0236443883984871,-0.7534867294445855,2.8108575031525844,11046,6912,8545
2025-09-21,IN,16545,83180,16981,85065,5.02750075551526,1.0263523723179209,-0.74079167730340967,2.7850710184345706,11303,7298,8861
2025-09-28,IN,14978,72951,15444,74307,4.8705434637468263,1.031112298037121,-0.90685322573169314,2.6626719188142625,10167,6543,8121
2025-10-05,IN,19384,92526,19963,94119,4.7733182005777959,1.0298699958728836,-0.23078023235327091,2.68424473792819,13264,9558,9259
2025-10-12,IN,18672,88336,19216,89933,4.7309340188517552,1.029134532990575,-0.31254102292286196,2.7523939588688946,12500,8946,9289
2025-10-19,IN,13897,68676,14269,69867,4.9417859969777647,1.0267683672735128,-0.40242769869903483,2.7393610131683084,9245,6477,7089
2025-10-26,IN,17333,83559,17753,85285,4.8208042462355047,1.0242312352160621,-0.37456967899315008,2.7903132752552926,11743,7978,8933
2025-11-02,IN,15895,78972,16304,80822,4.96835482856244,1.0257313620635429,-0.54328953883804876,2.6747656495753382,10951,7171,8395
2025-11-09,IN,18235,87316,18697,89149,4.7883740060323579,1.0253358925143949,-1.0702045328619234,2.806487523992319,12492,7747,10166
2025-11-16,IN,18561,88786,19020,90529,4.7834707181725147,1.0247292710522073,-0.606935482092531,2.79706912343085,12799,8751,9474
2025-11-23,IN,16330,82342,16826,84055,5.0423759951010378,1.0303735456215557,-0.27831856723088993,2.686736068585426,10934,8029,7927
2025-11-30,IN,19393,94934,20047,96571,4.8952714897127834,1.0337235084824423,-0.4600011243528232,2.7025524673851393,13100,8979,9957
2025-12-07,IN,16079,82339,16666,84107,5.1209030412339063,1.0365072454754649,-0.4738869098264698,2.7769637415262132,10922,7404,8261
2025-12-14,IN,15527,77495,15838,78996,4.9909834481870305,1.0200296258131,-0.73005723274785728,2.6101307400012894,10448,6912,8252
2025-12-21,IN,13789,68295,14097,69905,4.9528609761404025,1.0223366451519331,-1.1811438731665234,2.3243382406265862,9170,5806,7711
2025-12-28,IN,12696,63595,12963,64778,5.00905797101449,1.0210302457466918,-1.48534488907267,2.6151386263390033,8274,4763,7716
2026-01-04,IN,13911,69518,14147,70729,4.9973402343469182,1.0169649917331609,-1.2776209923096846,2.3949464452591482,9787,5666,7848
2026-01-11,IN,15561,76094,15891,77423,4.8900456268877335,1.0212068633121267,-0.3674781772773672,2.5641411220358585,10694,7462,7816
2026-01-18,IN,16005,80083,16474,81579,5.0036238675413935,1.0293033427054037,-0.16266767515332817,2.8082599187753821,11042,8379,7338
2026-01-25,IN,15929,83815,16351,85340,5.2617866783853353,1.0264925607382762,-0.47183435801923457,2.6986565383891028,10962,7733,7812
2026-02-01,IN,15871,80591,16233,82044,5.0778778904920889,1.0228088967298845,-0.55419572932370464,2.6988973599647146,10739,7573,7961
2026-02-08,IN,15135,77815,15464,79280,5.1413941195903519,1.0217376940865543,-0.6491725563324916,2.6689725801123236,10525,7043,7812
2026-02-15,IN,20484,98987,21231,100735,4.8324057801210705,1.0364674868189814,0.35649658624770492,2.6422378441710626,14175,12185,7899
2026-02-22,IN,17458,84209,17967,85671,4.82351930347119,1.0291556879367627,-0.69556867733239292,2.5700481154771428,11890,8110,8961
2026-03-01,IN,15953,75484,16449,77173,4.7316492195825246,1.0310913307841774,-0.89315066832785339,2.5353413151131439,10821,6486,9096
2026-03-08,IN,14544,77302,14906,78876,5.31504400440044,1.0248899889988998,-1.0161454108498695,2.655404290429042,9584,5760,8439
2026-03-15,IN,13457,70729,13762,72192,5.2559262837185168,1.0226647841272196,-0.90859904140241909,2.79648510069109,9374,5535,7646
2026-03-22,IN,12703,67597,13027,68633,5.3213414154136851,1.0255057860347956,-1.0295732667873234,2.7532551365819082,8721,5168,7271
2026-03-29,IN,12391,63876,12634,64797,5.155031877975949,1.0196110079896705,-0.92652649591003611,2.7787103542894021,8623,5114,6952
2026-04-05,IN,12411,62448,12725,63442,5.031665458061398,1.0253001369752641,-0.88673652952495186,2.8146402384981077,8633,5228,6821
2026-04-12,IN,11902,62076,12143,63295,5.2155940178121316,1.0202486976978655,-0.78086908992958248,2.6551840026886242,8365,5178,6404
2026-04-19,IN,12542,64611,12937,65978,5.1515707223728269,1.031494179556689,-0.89529419292895962,2.7065300590017536,8618,5491,6718
2026-04-26,IN,12353,66010,12614,67063,5.3436412207560924,1.0211284708168054,-0.81920360643523349,2.7761191613373284,8758,5500,6480
2026-05-03,IN,15112,76765,15442,77884,5.079737956590793,1.0218369507676022,-0.1399599597980577,2.7093832715722597,10544,8194,6624
2026-05-10,IN,16453,82023,16842,83551,4.985291436212238,1.0236431046009848,-0.45344779090619386,2.6327964504953512,11284,8070,8003
2026-05-17,IN,17060,83170,17628,84664,4.8751465416178217,1.0332942555685825,-0.60644263117241648,2.7435756154747941,11397,8326,8360
2026-05-24,IN,18758,89844,19498,91286,4.7896364217933671,1.0394498347371781,-0.57833807162802686,2.7636954899242991,12678,8811,9419
2026-05-31,IN,16537,84126,17134,85841,5.0871379331196733,1.0361008647275802,-0.36805651887755753,2.6549192719356594,11082,8091,8103
2026-06-07,IN,16158,82541,16505,84105,5.108367372199532,1.0214754301274911,-0.96019618522300865,2.6077113504146556,10640,6778,9123
2026-06-14,IN,16850,84617,17395,86284,5.0217804154302712,1.0323442136498533,-0.37614530282509051,2.7482492581602376,11422,7962,8598
2026-06-21,IN,15780,80729,16169,82306,5.1159062103929012,1.0246514575411922,-0.64824169620050676,2.7979277566539924,10823,6991,8523
2026-06-28,IN,15249,77479,15603,78862,5.0809233392353592,1.0232146370253794,-0.70624983377069217,2.7787658207095571,10194,6929,8071
2026-07-05,IN,14698,78956,15117,80568,5.3718873316097406,1.0285072799020274,-0.75876165024687336,2.8255408899169976,9787,6636,7770
2026-07-12,IN,16162,82987,16484,84443,5.1346986759064466,1.0199232768221753,-1.2792533940612063,2.0999690632347479,10695,6179,9640
2026-07-19,IN,22927,119146,23452,121413,5.1967549177825294,1.0228987656474919,-3.0698456880639569,0.79243686483185771,14310,5326,17351
2026-07-26,IN,17500,91417,17733,93322,5.2238285714285677,1.0133142857142861,-1.9208867972302612,1.8590914285714308,11527,5751,11441
2026-08-02,IN,16520,87115,16885,88601,5.273305084745763,1.0220944309927362,-1.6080040861454414,2.1487651331719126,11130,6065,10090
2026-08-09,IN,16637,88664,17013,90256,5.3293262006371327,1.0226002284065641,-1.4444455602977226,2.2651920418344655,10779,6209,10085
2026-08-16,IN,17480,87756,17880,89704,5.02036613272311,1.0228832951945075,-1.0978637668475537,2.1492963386727708,11326,7172,9931
2026-08-23,IN,7238,37276,7407,38226,5.150041447913785,1.0233489914340976,-1.0414033615516762,2.3548079579994479,4752,2968,4041
2023-01-01,KE,885,4543,892,4588,5.1333333333333346,1.0079096045197744,-1.2246792910956636,3.1457627118644069,530,275,573
2023-01-08,KE,1079,5499,1089,5558,5.0963855421686732,1.0092678405931423,0.010730807911401675,2.9612604263206666,670,587,467
2023-01-15,KE,1144,5901,1146,6047,5.1582167832167842,1.0017482517482519,-0.5232880328925974,3.0909090909090904,799,476,603
2023-01-22,KE,1056,5218,1063,5425,4.9412878787878789,1.0066287878787881,-1.1825093281806707,2.766382575757576,677,400,587
2023-01-29,KE,1215,6145,1222,6353,5.05761316872428,1.0057613168724282,-1.2640523648683502,3.0474074074074076,726,469,728
2023-02-05,KE,1378,7067,1384,7223,5.1284470246734406,1.0043541364296082,-1.4242213970963564,3.1060232220609576,867,476,880
2023-02-12,KE,1170,6004,1200,6072,5.1316239316239329,1.0256410256410258,-0.97456715673870087,3.0619658119658117,775,477,669
2023-02-19,KE,1572,8099,1723,8350,5.1520356234096685,1.0960559796437661,-0.23791608112689458,2.8352417302798987,897,792,751
2023-02-26,KE,1512,7192,1572,7308,4.7566137566137554,1.0396825396825398,-0.89040872426176476,2.850132275132276,882,592,902
2023-03-05,KE,1317,6654,1336,6847,5.0523917995444174,1.0144267274107821,-0.58375237290017945,2.6603644646924827,969,568,719
2023-03-12,KE,1145,6646,1161,6721,5.8043668122270748,1.0139737991266378,-0.1745846937010905,2.5102183406113543,688,622,502
2023-03-19,KE,1641,8898,1670,9085,5.4223034734917741,1.0176721511273614,-1.5583895314969232,2.01249238269348,1040,590,1013
2023-03-26,KE,2895,15538,3156,15901,5.3671848013816916,1.0901554404145075,-1.7481283388572921,1.8740932642487051,1929,1011,1777
2023-04-02,KE,2247,11897,2279,12157,5.2946150422785925,1.0142412105028931,-1.0897599030038612,2.540631953716066,1443,1014,1200
2023-04-09,KE,2097,10704,2117,10899,5.104434907010015,1.0095374344301384,-1.2847390070635334,2.8127324749642351,1410,806,1236
2023-04-16,KE,2223,11188,2262,11575,5.0328385065227179,1.0175438596491226,-1.0870151996100847,2.8852451641925345,1495,880,1301
2023-04-23,KE,3106,15865,3199,16131,5.1078557630392778,1.0299420476497103,-2.0885482973135838,3.2340631036703154,1939,987,2066
2023-04-30,KE,3063,16492,3229,16797,5.3842637936663387,1.0541952334312765,-1.412246343949302,2.7847208619001,1888,1088,1889
2023-05-07,KE,2164,10689,2187,10807,4.9394639556377085,1.0106284658040665,-1.0851238435704145,2.9320240295748619,1406,872,1218
2023-05-14,KE,2217,11672,2260,11944,5.2647722147045561,1.0193955796120886,-1.0888577985308092,3.1452864230942716,1404,899,1234
2023-05-21,KE,2056,10745,2077,11024,5.2261673151750969,1.0102140077821014,-1.0739764135202128,2.9180447470817117,1324,836,1159
2023-05-28,KE,2436,12100,2482,12379,4.9671592775041038,1.01888341543514,-1.1705031843547002,2.9488505747126434,1476,976,1421
2023-06-04,KE,2382,12020,2400,12293,5.0461796809403863,1.0075566750629725,-0.95716021058664436,2.7760705289672556,1659,1035,1320
2023-06-11,KE,2232,11222,2274,11380,5.0277777777777795,1.0188172043010753,-1.4076731692894193,2.6780017921146961,1405,815,1343
2023-06-18,KE,2558,12906,2597,13316,5.0453479280688045,1.0152462861610634,-0.74268628528313707,2.8191555903049261,1659,1090,1416
2023-06-25,KE,1691,8648,1725,8761,5.1141336487285649,1.020106445890006,-0.95588531561820023,2.739207569485512,1166,732,923
2023-07-02,KE,2107,10910,2136,11258,5.17797816801139,1.0137636449928809,-2.6721474231529991,1.9683436165163732,1429,626,1451
2023-07-09,KE,2880,14707,2935,14984,5.1065972222222227,1.0190972222222221,-2.2279915780565021,1.8304166666666668,1909,1047,1761
2023-07-16,KE,3318,17655,3432,18120,5.3209764918625675,1.034358047016275,-1.8174209448623211,1.9636528028933093,2068,1320,1918
2023-07-23,KE,2348,12100,2385,12278,5.1533219761499156,1.0157580919931855,-1.7202524808743027,2.6687393526405456,1467,758,1509
2023-07-30,KE,2248,11097,2342,11224,4.9363879003558733,1.041814946619217,-1.0795265302108419,3.020996441281139,1421,914,1290
2023-08-06,KE,2225,11189,2250,11407,5.0287640449438191,1.0112359550561796,-0.83250068066846783,2.6490337078651689,1479,967,1223
2023-08-13,KE,1757,9376,1777,9579,5.3363688104723961,1.0113830392714858,-0.23053893947893514,2.9342629482071709,1170,888,836
2023-08-20,KE,1848,9444,1874,9711,5.1103896103896087,1.0140692640692646,-0.708206360821961,3.0283008658008659,1310,829,969
2023-08-27,KE,1854,9706,1876,9886,5.2351672060409893,1.0118662351672061,-0.56503485817218746,3.3744336569579283,1230,856,926
2023-09-03,KE,3224,17862,3361,18127,5.540322580645161,1.0424937965260543,-0.40783581494144311,3.0657258064516126,2144,1604,1544
2023-09-10,KE,2043,10833,2050,10992,5.3024963289280471,1.0034263338228093,-0.38198355571591996,2.7855115026921196,1320,1015,990
2023-09-17,KE,1891,10109,1948,10257,5.3458487572712867,1.0301427815970388,-0.36633666133896131,3.1547329455314657,1262,857,983
2023-09-24,KE,1938,9872,1979,10165,5.093911248710012,1.0211558307533541,-0.72037451833119681,2.8685758513931869,1265,821,1051
2023-10-01,KE,2090,10718,2122,10919,5.1282296650717694,1.0153110047846889,-0.9081402463390682,2.9685645933014353,1264,812,1233
2023-10-08,KE,2244,11330,2282,11673,5.0490196078431371,1.0169340463458107,-0.63528413870962308,3.00204991087344,1467,964,1226
2023-10-15,KE,1981,10472,2041,10868,5.2862190812720842,1.0302877334679461,-0.41681125360385163,2.8784957092377588,1333,925,1022
2023-10-22,KE,1999,10149,2095,10416,5.0770385192596308,1.0480240120060034,-0.71139562581323168,3.1230615307653831,1211,934,1047
2023-10-29,KE,3562,18693,3832,19104,5.247894441325097,1.0758001122964629,-0.92271851651483083,2.6976979225154412,2460,1483,1984
2023-11-05,KE,1923,9868,1935,10002,5.1315652626105042,1.0062402496099843,-0.36182088253025191,3.0406656266250645,1349,930,953
2023-11-12,KE,1914,9661,1939,10018,5.0475444096133764,1.0130616509926857,-0.10435226699436968,2.8467084639498434,1324,974,896
2023-11-19,KE,1979,10167,2031,10350,5.13744315310763,1.0262758969176351,-0.54963498169235769,3.3113693784739757,1322,954,970
2023-11-26,KE,1724,9521,1754,9710,5.52262180974478,1.0174013921113687,-1.2234715508108081,2.7086426914153132,1157,701,994
2023-12-03,KE,2089,10445,2145,10597,4.9999999999999964,1.0268070847295365,0.11522916963496029,3.1466730493058876,1260,1082,973
2023-12-10,KE,1872,9707,1939,9981,5.1853632478632488,1.0357905982905984,-0.38053727600330589,3.0666666666666664,1257,885,933
2023-12-17,KE,1656,9004,1706,9134,5.4371980676328482,1.0301932367149758,-1.0089848558349404,2.790881642512077,1002,594,1029
2023-12-24,KE,1279,6405,1326,6516,5.0078186082877245,1.0367474589523067,-1.1199603325719079,2.6937451133698205,748,501,754
2023-12-31,KE,1431,7189,1445,7267,5.0237596086652685,1.0097833682739343,-1.8953347367492581,2.5995108315863025,936,423,975
2024-01-07,KE,1518,7639,1542,7742,5.03227931488801,1.015810276679842,-0.77786193334447329,2.6708827404479578,926,686,808
2024-01-14,KE,1601,8153,1623,8343,5.0924422236102442,1.0137414116177395,-1.4949939810460122,3.1544659587757651,990,557,1007
2024-01-21,KE,2024,10025,2068,10264,4.9530632411067215,1.0217391304347823,-1.1502211161974842,3.10548418972332,1214,655,1341
2024-01-28,KE,1911,9332,1955,9469,4.8833071690214558,1.0230245944531657,-1.5068501139343746,2.8848246991104127,1204,651,1198
2024-02-04,KE,2011,10351,2029,10529,5.1471904525111869,1.0089507707608154,-1.2144746146877419,2.7892093485827942,1251,787,1177
2024-02-11,KE,1564,7857,1602,8005,5.0236572890025579,1.0242966751918161,-0.71623999498729229,3.0954603580562661,987,702,846
2024-02-18,KE,1741,8655,1743,8751,4.97128087306146,1.0011487650775417,-0.90559074494967418,3.0207926479035048,1009,748,958
2024-02-25,KE,2366,12160,2471,12439,5.1394759087066761,1.0443786982248524,-0.70116905467263535,2.8381234150464913,1460,1020,1279
2024-03-03,KE,2614,13464,2721,13770,5.1507268553940309,1.0409334353481252,-2.0354055474722719,2.7813312930374896,1557,807,1765
2024-03-10,KE,2509,12461,2572,12705,4.9665205261060175,1.0251096054204862,-1.9251793544337352,3.1340773216420885,1302,703,1775
2024-03-17,KE,2119,11246,2134,11490,5.3072203869749881,1.0070788107597921,-1.5939091520992634,2.7905143935818777,1115,741,1346
2024-03-24,KE,1583,8311,1598,8502,5.2501579279848389,1.0094756790903345,-1.6526293563058545,3.0571067593177514,950,516,1042
2024-03-31,KE,1857,9107,1899,9274,4.9041464728056008,1.0226171243941842,-1.0490792450534725,2.9754442649434569,1148,814,1027
2024-04-07,KE,1691,8715,1730,8902,5.1537551744529866,1.0230632761679481,-1.0396818099581302,2.7790065050266111,989,647,1007
2024-04-14,KE,1825,9157,1841,9314,5.0175342465753419,1.0087671232876716,-1.5980275106597508,2.8429041095890408,963,609,1179
2024-04-21,KE,1799,9247,1834,9381,5.1400778210116727,1.0194552529182879,-1.2213011900670327,3.0961645358532519,1113,706,1068
2024-04-28,KE,2091,10708,2110,10940,5.1209947393591575,1.00908656145385,-2.0264768766193457,3.6694404591104735,1388,668,1379
2024-05-05,KE,2189,10993,2234,11209,5.0219278209227944,1.0205573321151213,-0.930542137308314,3.2425308359981724,1510,874,1278
2024-05-12,KE,1983,9706,1988,9878,4.8946041351487661,1.002521432173475,-0.5417894071892928,3.1090267271810386,1291,901,1046
2024-05-19,KE,4260,18816,4386,19038,4.4169014084507063,1.0295774647887324,-0.36158326266662494,3.2186384976525821,2379,1833,2287
2024-05-26,KE,2424,11841,2455,11987,4.88490099009901,1.012788778877888,-0.11743398932026268,2.9446782178217825,1527,1099,1247
2024-06-02,KE,1803,8874,1811,9180,4.9217970049916815,1.0044370493621746,-0.48046269854959489,3.1149195784803108,981,824,928
2024-06-09,KE,1824,9258,1836,9443,5.0756578947368425,1.006578947368421,-1.0469253838581183,3.0646381578947364,1052,700,1089
2024-06-16,KE,2623,13796,2680,14025,5.2596263820053384,1.021730842546702,-2.79284788020773,1.8215783454060235,1433,703,1857
2024-06-23,KE,4219,23728,4436,24202,5.6240815359089842,1.0514339890969426,-4.7453483412458262,0.76575017776724319,2328,563,3590
2024-06-30,KE,2466,13408,2537,13522,5.4371451743714525,1.0287915652879158,-3.9361552583352211,1.3020275750202761,1280,408,2032
2024-07-07,KE,2190,11655,2231,11785,5.3219178082191769,1.0187214611872144,-2.9249462329787166,2.0126940639269408,1306,501,1630
2024-07-14,KE,2288,12607,2362,12785,5.5100524475524484,1.0323426573426571,-3.5331989244397115,1.6276223776223779,1259,549,1708
2024-07-21,KE,1984,10275,2016,10377,5.1789314516129021,1.0161290322580645,-2.439593182859046,1.3245463709677419,1115,602,1365
2024-07-28,KE,1809,8916,1809,8987,4.9286898839137665,1.0,-2.0038227539527567,2.4415146489773361,1020,572,1204
2024-08-04,KE,2086,10255,2104,10424,4.9161073825503356,1.0086289549376801,-1.8378106255486137,2.1337967401725786,1161,814,1243
2024-08-11,KE,1609,8187,1615,8315,5.0882535736482284,1.0037290242386576,-1.1395263423149919,2.7695463020509643,982,661,895
2024-08-18,KE,1964,10374,1973,10539,5.2820773930753573,1.0045824847250511,-1.1354379376239327,2.8718940936863544,1185,817,1109
2024-08-25,KE,1952,9651,1962,9820,4.944159836065575,1.0051229508196722,-0.42143875430000649,2.395645491803279,1265,956,953
2024-09-01,KE,2011,9907,2043,10101,4.9264047737444052,1.0159124813525606,-1.3752581155785431,2.7694679264047735,1170,777,1185
2024-09-08,KE,2129,10519,2167,10707,4.9408172851103807,1.0178487552841706,-1.3247293336813739,2.3932362611554723,1296,728,1363
2024-09-15,KE,2282,10780,2313,10989,4.7239263803680984,1.013584574934268,-0.63738661993580115,2.6678352322524095,1324,944,1282
2024-09-22,KE,2287,11028,2301,11222,4.8220376038478356,1.0061215566243988,-0.670740719862773,2.6068648885002177,1323,984,1183
2024-09-29,KE,1563,7993,1585,8100,5.1138835572616781,1.0140754958413309,-1.4787856744950034,2.4799744081893795,935,564,962
2024-10-06,KE,1654,8672,1671,8797,5.2430471584038711,1.0102781136638452,-1.5532444198929531,2.5654171704957678,990,542,1077
2024-10-13,KE,1735,9130,1774,9302,5.2622478386167142,1.0224783861671469,-1.6120512199933155,2.6242074927953887,1076,602,1097
2024-10-20,KE,1408,6887,1417,7021,4.8913352272727275,1.0063920454545454,-1.1349477378242852,2.4872159090909092,828,532,859
2024-10-27,KE,1628,7966,1643,8154,4.8931203931203928,1.0092137592137593,-0.86721265929857927,2.5214373464373465,1008,682,915
2024-11-03,KE,1436,6998,1441,7130,4.8732590529247926,1.003481894150418,0.050955549624790514,3.1650417827298054,827,765,623
2024-11-10,KE,1690,7821,1711,7983,4.6278106508875752,1.0124260355029588,-0.78079326546458061,3.1992899408284021,928,742,928
2024-11-17,KE,1736,8299,1765,8406,4.7805299539170489,1.0167050691244242,-1.7919232584784168,2.929435483870968,1013,561,1151
2024-11-24,KE,1694,8380,1722,8599,4.9468713105076736,1.0165289256198347,-0.80289930323103886,3.1427390791027152,1058,765,913
2024-12-01,KE,2083,9931,2112,10104,4.7676428228516556,1.013922227556409,0.30625422019950543,2.9516082573211713,1387,1049,985
2024-12-08,KE,1713,8725,1735,8906,5.09340338587274,1.0128429655575013,-0.96842350484764594,2.7339171044950374,1084,657,993
2024-12-15,KE,1470,7311,1481,7466,4.9734693877551024,1.0074829931972793,-0.67610120859256817,2.7698639455782317,925,671,777
2024-12-22,KE,1284,6427,1291,6513,5.0054517133956393,1.0054517133956387,-1.7853629471291439,2.4728971962616821,773,500,769
2024-12-29,KE,1493,7661,1526,7745,5.1312793034159414,1.0221031480241125,-2.3708596739617587,2.150770261219022,884,533,931
2025-01-05,KE,1502,7400,1507,7577,4.9267643142476709,1.0033288948069241,-1.33970057226901,2.9616511318242353,920,569,881
2025-01-12,KE,1682,8054,1688,8232,4.7883472057074918,1.0035671819262784,-1.2210102729557237,3.0883472057074912,1014,680,972
2025-01-19,KE,1998,8726,2005,8941,4.3673673673673674,1.0035035035035036,-1.2571264417564934,2.8225225225225223,1228,763,1173
2025-01-26,KE,1845,8722,1863,8931,4.7273712737127376,1.0097560975609758,-2.2400963841107746,2.5273712737127365,1019,573,1242
2025-02-02,KE,1940,9559,1987,9844,4.9273195876288653,1.0242268041237113,-1.4071864159840519,3.2510309278350511,1145,704,1192
2025-02-09,KE,1620,7511,1626,7569,4.6364197530864191,1.0037037037037038,-0.61541800564134386,3.1248148148148158,898,747,839
2025-02-16,KE,1859,9320,1873,9585,5.013448090371166,1.0075309306078535,-0.99450684467112926,2.8962345346960734,1033,778,1010
2025-02-23,KE,1976,9530,1994,9699,4.8228744939271273,1.0091093117408909,-1.5393069992758064,2.7178643724696356,1159,692,1246
2025-03-02,KE,1898,8819,1956,8963,4.6464699683877759,1.0305584826132772,-1.5737630984564419,2.8782402528977871,1051,696,1171
2025-03-09,KE,1699,8007,1712,8254,4.712772218952324,1.0076515597410245,-1.1290533323871228,3.1061801059446736,979,715,947
2025-03-16,KE,2062,9726,2074,9956,4.7167798254122211,1.0058195926285163,0.13208164086860386,2.80819592628516,1304,1015,1027
2025-03-23,KE,2000,8977,2033,9518,4.4884999999999993,1.0165000000000004,-1.0066187897634831,2.77685,1213,791,1159
2025-03-30,KE,2092,9053,2101,9225,4.3274378585086035,1.0043021032504782,-1.1619785434542735,2.7812141491395792,1246,756,1274
2025-04-06,KE,1522,6873,1565,6974,4.515768725361367,1.0282522996057821,-1.5992598307542081,2.6572273324572935,858,493,985
2025-04-13,KE,1105,5551,1120,5673,5.0235294117647058,1.0135746606334841,-1.0102040852045506,2.7437104072398193,633,479,607
2025-04-20,KE,1612,7198,1648,7326,4.4652605459057062,1.0223325062034738,0.049959311931065661,2.7838089330024816,998,835,745
2025-04-27,KE,1505,7072,1510,7208,4.699003322259137,1.0033222591362128,-1.1252219798517944,2.7509634551495017,896,627,848
2025-05-04,KE,1507,7085,1527,7211,4.7013934970139353,1.0132714001327143,-0.99677451466508726,3.001990710019907,989,637,857
2025-05-11,KE,1541,7490,1555,7642,4.860480207657365,1.0090850097339392,-0.40027057414388473,2.7817650876054509,865,707,796
2025-05-18,KE,1733,7492,1747,7576,4.323139065204848,1.0080784766301214,-1.6283384529156615,2.7491055972302356,1030,616,1094
2025-05-25,KE,1795,7983,1814,8198,4.4473537604456821,1.0105849582172706,-0.88939173953987694,2.8879665738161564,1038,811,970
2025-06-01,KE,1751,8088,1782,8255,4.6190748143917766,1.0177041690462589,-0.87065719766278782,2.9463735008566534,1013,757,956
2025-06-08,KE,2203,9628,2253,9988,4.3704039945528823,1.0226963231956425,-3.6085323700155976,1.6205174761688605,1302,564,1605
2025-06-15,KE,29,181,31,181,6.2413793103448274,1.0689655172413792,-3.1177711143139146,2.2379310344827585,10,7,22
2025-06-22,KE,31,162,32,162,5.225806451612903,1.032258064516129,-3.4916413442121317,0.96774193548387111,16,9,22
2025-06-29,KE,1101,4893,1109,4923,4.444141689373299,1.0072661217075387,-1.9195618241990093,2.1682107175295182,715,362,716
2025-07-06,KE,1895,9593,1925,9744,5.0622691292876008,1.015831134564644,-4.0072301562724153,0.75736147757255923,1111,465,1420
2025-07-13,KE,1536,7552,1538,7695,4.9166666666666661,1.0013020833333337,-1.9312479199643835,2.1998046875000004,944,583,938
2025-07-20,KE,1378,6304,1385,6396,4.5747460087082743,1.0050798258345428,-2.0663090700996181,2.6102322206095789,838,528,833
2025-07-27,KE,1551,8138,1555,8295,5.2469374597034175,1.0025789813023858,-0.50713729366151128,2.9730496453900708,975,777,737
2025-08-03,KE,1321,6539,1335,6731,4.9500378501135511,1.0105980317940957,-1.420192244994033,2.7842543527630577,855,465,845
