Country_Name,Category,Search_Velocity,Search_Acceleration,Media_Volume,tone_net_sentiment,tone_polarity,tone_activity_density,Source_Diversity,Inflation_Rate,Internet_Penetration,holiday_count,Search_Velocity_Lag1,Search_Velocity_Lag2
South_Africa,Fitness_Wearables,-1.5899999999999892,0.8800000000000097,112.0,-5.03,10.92,20.87,91.0,3.20550474112603,78.35759735,0,-2.469999999999999,0.8999999999999915
South_Africa,Nutrition_Diets,2.1300000000000026,1.8800000000000023,243.0,-0.17,8.27,25.29,112.0,3.20550474112603,78.35759735,0,0.25,-1.6700000000000017
South_Africa,Nutrition_Diets,0.6499999999999986,-1.480000000000004,260.0,-0.09,8.38,25.6,118.0,3.20550474112603,78.35759735,0,2.1300000000000026,0.25
South_Africa,Nutrition_Diets,1.1700000000000017,0.5200000000000031,270.0,-0.16,7.92,25.39,127.0,3.20550474112603,78.35759735,0,0.6499999999999986,2.1300000000000026
South_Africa,Nutrition_Diets,-1.3900000000000006,-2.5600000000000023,23.0,-0.2,8.98,26.07,16.0,3.20550474112603,78.35759735,0,1.1700000000000017,0.6499999999999986
United_Kingdom,Fashion_Beauty,-13.75,-21.55,0.0,-0.2,8.98,26.07,0.0,3.88306881626,95.4720993,0,7.799999999999997,5.790000000000006
Australia,Fitness_Wearables,1.3400000000000034,-0.9199999999999876,0.0,-0.2,8.98,26.07,0.0,2.87403791660173,96.13140106,0,2.259999999999991,-1.1199999999999903
Singapore,Fitness_Wearables,-6.77000000000001,-24.54000000000002,0.0,-0.2,8.98,26.07,0.0,0.902998495002676,94.37757178,0,17.77000000000001,5.319999999999993
United_Arab_Emirates,Fitness_Wearables,-0.9299999999999926,1.8400000000000036,0.0,-0.2,8.98,26.07,0.0,1.250865245598,100.0,1,-2.769999999999996,1.1999999999999886
United_Kingdom,Fitness_Wearables,-1.4500000000000028,1.0100000000000051,0.0,-0.2,8.98,26.07,0.0,3.88306881626,95.4720993,0,-2.460000000000008,0.9100000000000108
United_Kingdom,Fitness_Wearables,2.960000000000008,4.410000000000011,0.0,-0.2,8.98,26.07,0.0,3.88306881626,95.4720993,0,-1.4500000000000028,-2.460000000000008
South_Africa,Fitness_Wearables,4.269999999999996,5.859999999999985,0.0,-0.2,8.98,26.07,0.0,3.20550474112603,78.35759735,0,-1.5899999999999892,-2.469999999999999
United_Kingdom,Fitness_Wearables,6.579999999999998,3.6199999999999903,0.0,-0.2,8.98,26.07,0.0,3.88306881626,95.4720993,0,2.960000000000008,-1.4500000000000028
Australia,Fitness_Wearables,-0.5300000000000011,1.2199999999999989,0.0,-0.2,8.98,26.07,0.0,2.87403791660173,96.13140106,0,-1.75,-0.8900000000000006
Brazil,Fitness_Wearables,-15.299999999999995,-37.67,0.0,-0.2,8.98,26.07,0.0,5.01675279604836,84.46347227,0,22.370000000000005,-1.3499999999999943
Canada,Fitness_Wearables,4.469999999999999,4.390000000000001,0.0,-0.2,8.98,26.07,0.0,2.07232411149103,94.353302,0,0.0799999999999983,2.5
Nigeria,Fitness_Wearables,13.700000000000005,13.460000000000008,0.0,-0.2,8.98,26.07,0.0,23.0101235833333,41.21139908,0,0.2399999999999948,-0.4699999999999988
Singapore,Fitness_Wearables,18.070000000000007,28.450000000000017,0.0,-0.2,8.98,26.07,0.0,0.902998495002676,94.37757178,0,-10.38000000000001,-0.3199999999999932
South_Africa,Fitness_Wearables,2.039999999999992,-2.230000000000004,0.0,-0.2,8.98,26.07,0.0,3.20550474112603,78.35759735,0,4.269999999999996,-1.5899999999999892
United_Arab_Emirates,Fitness_Wearables,-3.1000000000000085,-18.25000000000001,0.0,-0.2,8.98,26.07,0.0,1.250865245598,100.0,0,15.150000000000006,-5.260000000000005
United_Kingdom,Fitness_Wearables,-9.180000000000009,-15.760000000000003,0.0,-0.2,8.98,26.07,0.0,3.88306881626,95.4720993,0,6.579999999999998,2.960000000000008
