Week_Start,Country_Code,Country_Name,Category,Search_Interest,Search_Velocity,Search_Acceleration
2023-12-24,AE,United_Arab_Emirates,Nutrition_Diets,59.36,0.09,6.88
2023-12-24,AU,Australia,Fashion_Beauty,67.25,3.11,4.6
2023-12-24,AU,Australia,Fitness_Wearables,80.99,8.33,8.54
2023-12-24,AU,Australia,Nutrition_Diets,67.02,2.55,7.76
2023-12-24,BR,Brazil,Fashion_Beauty,56.6,-1.6,0.13
2023-12-24,BR,Brazil,Fitness_Wearables,52.75,-1.2,3.11
2023-12-24,BR,Brazil,Nutrition_Diets,25.74,-2.66,-0.95
2023-12-24,CA,Canada,Fashion_Beauty,69.57,3.86,2.54
2023-12-24,CA,Canada,Fitness_Wearables,86.91,22.2,19.48
2023-12-24,CA,Canada,Nutrition_Diets,62.29,0.63,4.5
2023-12-24,CN,China,Fashion_Beauty,14.04,-0.74,1.5
2023-12-24,CN,China,Fitness_Wearables,22.77,-4.33,-4.57
2023-12-24,CN,China,Nutrition_Diets,6.17,0.31,0.01
2023-12-24,DE,Germany,Fashion_Beauty,40,3.24,10.84
2023-12-24,DE,Germany,Fitness_Wearables,78.89,10.79,2.62
2023-12-24,DE,Germany,Nutrition_Diets,33.33,0.96,2.99
2023-12-24,FR,France,Fashion_Beauty,29.68,0.5,1.49
2023-12-24,FR,France,Fitness_Wearables,67.27,16.9,17.85
2023-12-24,FR,France,Nutrition_Diets,31.44,2.62,2.13
2023-12-24,GB,United_Kingdom,Fashion_Beauty,57.81,0.23,5.7
2023-12-24,GB,United_Kingdom,Fitness_Wearables,80.33,20.19,20.92
2023-12-24,GB,United_Kingdom,Nutrition_Diets,62.04,3,2.7
2023-12-24,IN,India,Fashion_Beauty,55.05,-0.49,4.68
2023-12-24,IN,India,Fitness_Wearables,75,2.38,5.44
2023-12-24,IN,India,Nutrition_Diets,70.01,-1.96,4.82
2023-12-24,JP,Japan,Fashion_Beauty,23.21,0.83,0.35
2023-12-24,JP,Japan,Fitness_Wearables,28.87,0.11,0.77
2023-12-24,JP,Japan,Nutrition_Diets,9.94,-0.49,-0.1
2023-12-24,KE,Kenya,Fashion_Beauty,73,-11.12,-2.44
2023-12-24,KE,Kenya,Fitness_Wearables,61.41,3.8,13.45
2023-12-24,KE,Kenya,Nutrition_Diets,57.77,0.22,10.48
2023-12-24,MX,Mexico,Fashion_Beauty,72.15,0.27,-6.8
2023-12-24,MX,Mexico,Fitness_Wearables,73.12,9.57,3.69
2023-12-24,MX,Mexico,Nutrition_Diets,25.79,0.36,-2.17
2023-12-24,NG,Nigeria,Fashion_Beauty,81.36,-7.8,3.04
2023-12-24,NG,Nigeria,Fitness_Wearables,65.38,4.04,11.78
2023-12-24,NG,Nigeria,Nutrition_Diets,56.23,-6.29,2.77
2023-12-24,SG,Singapore,Fashion_Beauty,53.09,0.94,3.66
2023-12-24,SG,Singapore,Fitness_Wearables,65.17,5.47,5.57
2023-12-24,SG,Singapore,Nutrition_Diets,50.05,3.71,4.56
2023-12-24,US,United_States,Fashion_Beauty,48.57,-0.09,0.08
2023-12-24,US,United_States,Fitness_Wearables,62.57,11.27,9.27
2023-12-24,US,United_States,Nutrition_Diets,49.22,2.49,5.62
2023-12-24,ZA,South_Africa,Fashion_Beauty,73.82,-16.15,-16.01
2023-12-24,ZA,South_Africa,Fitness_Wearables,77,8.25,8.37
2023-12-24,ZA,South_Africa,Nutrition_Diets,60.14,4.56,3.65
2023-12-31,AE,United_Arab_Emirates,Fashion_Beauty,70.5,-1.08,2.67
2023-12-31,AE,United_Arab_Emirates,Fitness_Wearables,71.12,7.82,6.46
2023-12-31,AE,United_Arab_Emirates,Nutrition_Diets,68.72,9.36,9.27
2023-12-31,AU,Australia,Fashion_Beauty,59.31,-7.94,-11.05
2023-12-31,AU,Australia,Fitness_Wearables,89.11,8.12,-0.21
2023-12-31,AU,Australia,Nutrition_Diets,100,32.98,30.43
2023-12-31,BR,Brazil,Fashion_Beauty,50.55,-6.05,-4.45
2023-12-31,BR,Brazil,Fitness_Wearables,64.96,12.21,13.41
2023-12-31,BR,Brazil,Nutrition_Diets,29.89,4.15,6.81
2023-12-31,CA,Canada,Fashion_Beauty,62.29,-7.28,-11.14
2023-12-31,CA,Canada,Fitness_Wearables,90.47,3.56,-18.64
2023-12-31,CA,Canada,Nutrition_Diets,89.29,27,26.37
2023-12-31,CN,China,Fashion_Beauty,13.04,-1,-0.26
2023-12-31,CN,China,Fitness_Wearables,26.86,4.09,8.42
2023-12-31,CN,China,Nutrition_Diets,6.32,0.15,-0.16
2023-12-31,DE,Germany,Fashion_Beauty,39.66,-0.34,-3.58
2023-12-31,DE,Germany,Fitness_Wearables,83.65,4.76,-6.03
2023-12-31,DE,Germany,Nutrition_Diets,43.77,10.44,9.48
2023-12-31,FR,France,Fashion_Beauty,29.05,-0.63,-1.13
2023-12-31,FR,France,Fitness_Wearables,66.74,-0.53,-17.43
2023-12-31,FR,France,Nutrition_Diets,36.29,4.85,2.23
2023-12-31,GB,United_Kingdom,Fashion_Beauty,49.53,-8.28,-8.51
2023-12-31,GB,United_Kingdom,Fitness_Wearables,89.75,9.42,-10.77
2023-12-31,GB,United_Kingdom,Nutrition_Diets,89.01,26.97,23.97
2023-12-31,IN,India,Fashion_Beauty,53.08,-1.97,-1.48
2023-12-31,IN,India,Fitness_Wearables,77.04,2.04,-0.34
2023-12-31,IN,India,Nutrition_Diets,77.18,7.17,9.13
2023-12-31,JP,Japan,Fashion_Beauty,21.55,-1.66,-2.49
2023-12-31,JP,Japan,Fitness_Wearables,32.96,4.09,3.98
2023-12-31,JP,Japan,Nutrition_Diets,9.94,0,0.49
2023-12-31,KE,Kenya,Fashion_Beauty,76.6,3.6,14.72
2023-12-31,KE,Kenya,Fitness_Wearables,75.82,14.41,10.61
2023-12-31,KE,Kenya,Nutrition_Diets,75.96,18.19,17.97
2023-12-31,MX,Mexico,Fashion_Beauty,68.07,-4.08,-4.35
2023-12-31,MX,Mexico,Fitness_Wearables,82.7,9.58,0.01
2023-12-31,MX,Mexico,Nutrition_Diets,31.56,5.77,5.41
2023-12-31,NG,Nigeria,Fashion_Beauty,81.36,0,7.8
2023-12-31,NG,Nigeria,Fitness_Wearables,72.27,6.89,2.85
2023-12-31,NG,Nigeria,Nutrition_Diets,66.38,10.15,16.44
2023-12-31,SG,Singapore,Fashion_Beauty,51.73,-1.36,-2.3
2023-12-31,SG,Singapore,Fitness_Wearables,68.36,3.19,-2.28
2023-12-31,SG,Singapore,Nutrition_Diets,55.14,5.09,1.38
2023-12-31,US,United_States,Fashion_Beauty,43.73,-4.84,-4.75
2023-12-31,US,United_States,Fitness_Wearables,74.25,11.68,0.41
2023-12-31,US,United_States,Nutrition_Diets,67.47,18.25,15.76
2023-12-31,ZA,South_Africa,Fashion_Beauty,67.27,-6.55,9.6
2023-12-31,ZA,South_Africa,Fitness_Wearables,91.27,14.27,6.02
2023-12-31,ZA,South_Africa,Nutrition_Diets,85.29,25.15,20.59
2024-01-07,AE,United_Arab_Emirates,Fashion_Beauty,70.98,0.48,1.56
2024-01-07,AE,United_Arab_Emirates,Fitness_Wearables,71.53,0.41,-7.41
2024-01-07,AE,United_Arab_Emirates,Nutrition_Diets,70.83,2.11,-7.25
2024-01-07,AU,Australia,Fashion_Beauty,59.68,0.37,8.31
2024-01-07,AU,Australia,Fitness_Wearables,90.54,1.43,-6.69
2024-01-07,AU,Australia,Nutrition_Diets,97.34,-2.66,-35.64
2024-01-07,BR,Brazil,Fashion_Beauty,52.9,2.35,8.4
2024-01-07,BR,Brazil,Fitness_Wearables,72.37,7.41,-4.8
2024-01-07,BR,Brazil,Nutrition_Diets,36.49,6.6,2.45
2024-01-07,CA,Canada,Fashion_Beauty,59.76,-2.53,4.75
2024-01-07,CA,Canada,Fitness_Wearables,78.43,-12.04,-15.6
2024-01-07,CA,Canada,Nutrition_Diets,84.7,-4.59,-31.59
2024-01-07,CN,China,Fashion_Beauty,15.28,2.24,3.24
2024-01-07,CN,China,Fitness_Wearables,26.49,-0.37,-4.46
2024-01-07,CN,China,Nutrition_Diets,6.17,-0.15,-0.3
2024-01-07,DE,Germany,Fashion_Beauty,41.12,1.46,1.8
2024-01-07,DE,Germany,Fitness_Wearables,75.94,-7.71,-12.47
2024-01-07,DE,Germany,Nutrition_Diets,46.96,3.19,-7.25
2024-01-07,FR,France,Fashion_Beauty,29.93,0.88,1.51
2024-01-07,FR,France,Fitness_Wearables,62.83,-3.91,-3.38
2024-01-07,FR,France,Nutrition_Diets,33.66,-2.63,-7.48
2024-01-07,GB,United_Kingdom,Fashion_Beauty,48.6,-0.93,7.35
2024-01-07,GB,United_Kingdom,Fitness_Wearables,81.47,-8.28,-17.7
2024-01-07,GB,United_Kingdom,Nutrition_Diets,82.92,-6.09,-33.06
2024-01-07,IN,India,Fashion_Beauty,55.05,1.97,3.94
2024-01-07,IN,India,Fitness_Wearables,78.57,1.53,-0.51
2024-01-07,IN,India,Nutrition_Diets,85.79,8.61,1.44
2024-01-07,JP,Japan,Fashion_Beauty,22.14,0.59,2.25
2024-01-07,JP,Japan,Fitness_Wearables,32.63,-0.33,-4.42
2024-01-07,JP,Japan,Nutrition_Diets,11.99,2.05,2.05
2024-01-07,KE,Kenya,Fashion_Beauty,81.18,4.58,0.98
2024-01-07,KE,Kenya,Fitness_Wearables,81.52,5.7,-8.71
2024-01-07,KE,Kenya,Nutrition_Diets,76.96,1,-17.19
2024-01-07,MX,Mexico,Fashion_Beauty,58.97,-9.1,-5.02
2024-01-07,MX,Mexico,Fitness_Wearables,77.48,-5.22,-14.8
2024-01-07,MX,Mexico,Nutrition_Diets,34.54,2.98,-2.79
2024-01-07,NG,Nigeria,Fashion_Beauty,83.96,2.6,2.6
2024-01-07,NG,Nigeria,Fitness_Wearables,74.96,2.69,-4.2
2024-01-07,NG,Nigeria,Nutrition_Diets,79.81,13.43,3.28
2024-01-07,SG,Singapore,Fashion_Beauty,52.36,0.63,1.99
2024-01-07,SG,Singapore,Fitness_Wearables,64.48,-3.88,-7.07
2024-01-07,SG,Singapore,Nutrition_Diets,56.1,0.96,-4.13
2024-01-07,US,United_States,Fashion_Beauty,42.7,-1.03,3.81
2024-01-07,US,United_States,Fitness_Wearables,60.18,-14.07,-25.75
2024-01-07,US,United_States,Nutrition_Diets,63.04,-4.43,-22.68
2024-01-07,ZA,South_Africa,Fashion_Beauty,71.73,4.46,11.01
2024-01-07,ZA,South_Africa,Fitness_Wearables,92.69,1.42,-12.85
2024-01-07,ZA,South_Africa,Nutrition_Diets,91.08,5.79,-19.36
2024-01-14,AE,United_Arab_Emirates,Fashion_Beauty,68.68,-2.3,-2.78
2024-01-14,AE,United_Arab_Emirates,Fitness_Wearables,69.45,-2.08,-2.49
2024-01-14,AE,United_Arab_Emirates,Nutrition_Diets,70.28,-0.55,-2.66
2024-01-14,AU,Australia,Fashion_Beauty,59.31,-0.37,-0.74
2024-01-14,AU,Australia,Fitness_Wearables,83.45,-7.09,-8.52
2024-01-14,AU,Australia,Nutrition_Diets,86.38,-10.96,-8.3
2024-01-14,BR,Brazil,Fashion_Beauty,50.18,-2.72,-5.07
2024-01-14,BR,Brazil,Fitness_Wearables,67.57,-4.8,-12.21
2024-01-14,BR,Brazil,Nutrition_Diets,33.94,-2.55,-9.15
2024-01-14,CA,Canada,Fashion_Beauty,62.07,2.31,4.84
2024-01-14,CA,Canada,Fitness_Wearables,74.14,-4.29,7.75
2024-01-14,CA,Canada,Nutrition_Diets,81.28,-3.42,1.17
2024-01-14,CN,China,Fashion_Beauty,18.63,3.35,1.11
2024-01-14,CN,China,Fitness_Wearables,24.63,-1.86,-1.49
2024-01-14,CN,China,Nutrition_Diets,7.67,1.5,1.65
2024-01-14,DE,Germany,Fashion_Beauty,41.45,0.33,-1.13
2024-01-14,DE,Germany,Fitness_Wearables,73.33,-2.61,5.1
2024-01-14,DE,Germany,Nutrition_Diets,43.38,-3.58,-6.77
2024-01-14,FR,France,Fashion_Beauty,34.66,4.73,3.85
2024-01-14,FR,France,Fitness_Wearables,60.93,-1.9,2.01
2024-01-14,FR,France,Nutrition_Diets,33,-0.66,1.97
2024-01-14,GB,United_Kingdom,Fashion_Beauty,50.35,1.75,2.68
2024-01-14,GB,United_Kingdom,Fitness_Wearables,79.61,-1.86,6.42
2024-01-14,GB,United_Kingdom,Nutrition_Diets,79.92,-3,3.09
2024-01-14,IN,India,Fashion_Beauty,54.19,-0.86,-2.83
2024-01-14,IN,India,Fitness_Wearables,75.17,-3.4,-4.93
2024-01-14,IN,India,Nutrition_Diets,78.23,-7.56,-16.17
2024-01-14,JP,Japan,Fashion_Beauty,21.55,-0.59,-1.18
2024-01-14,JP,Japan,Fitness_Wearables,29.98,-2.65,-2.32
2024-01-14,JP,Japan,Nutrition_Diets,11.4,-0.59,-2.64
2024-01-14,KE,Kenya,Fashion_Beauty,77.74,-3.44,-8.02
2024-01-14,KE,Kenya,Fitness_Wearables,82.61,1.09,-4.61
2024-01-14,KE,Kenya,Nutrition_Diets,82.03,5.07,4.07
2024-01-14,MX,Mexico,Fashion_Beauty,56.11,-2.86,6.24
2024-01-14,MX,Mexico,Fitness_Wearables,68.44,-9.04,-3.82
2024-01-14,MX,Mexico,Nutrition_Diets,31.11,-3.43,-6.41
2024-01-14,NG,Nigeria,Fashion_Beauty,83.67,-0.29,-2.89
2024-01-14,NG,Nigeria,Fitness_Wearables,74.96,0,-2.69
2024-01-14,NG,Nigeria,Nutrition_Diets,81.74,1.93,-11.5
2024-01-14,SG,Singapore,Fashion_Beauty,51.31,-1.05,-1.68
2024-01-14,SG,Singapore,Fitness_Wearables,60.4,-4.08,-0.2
2024-01-14,SG,Singapore,Nutrition_Diets,52.49,-3.61,-4.57
2024-01-14,US,United_States,Fashion_Beauty,42.52,-0.18,0.85
2024-01-14,US,United_States,Fitness_Wearables,58.68,-1.5,12.57
2024-01-14,US,United_States,Nutrition_Diets,57.14,-5.9,-1.47
2024-01-14,ZA,South_Africa,Fashion_Beauty,66.3,-5.43,-9.89
2024-01-14,ZA,South_Africa,Fitness_Wearables,90.92,-1.77,-3.19
2024-01-14,ZA,South_Africa,Nutrition_Diets,83.57,-7.51,-13.3
2024-01-21,AE,United_Arab_Emirates,Fashion_Beauty,67.96,-0.72,1.58
2024-01-21,AE,United_Arab_Emirates,Fitness_Wearables,68.09,-1.36,0.72
2024-01-21,AE,United_Arab_Emirates,Nutrition_Diets,67.16,-3.12,-2.57
2024-01-21,AU,Australia,Fashion_Beauty,57.69,-1.62,-1.25
2024-01-21,AU,Australia,Fitness_Wearables,80.68,-2.77,4.32
2024-01-21,AU,Australia,Nutrition_Diets,77.23,-9.15,1.81
2024-01-21,BR,Brazil,Fashion_Beauty,50.92,0.74,3.46
2024-01-21,BR,Brazil,Fitness_Wearables,65.47,-2.1,2.7
2024-01-21,BR,Brazil,Nutrition_Diets,33.4,-0.54,2.01
2024-01-21,CA,Canada,Fashion_Beauty,61.74,-0.33,-2.64
2024-01-21,CA,Canada,Fitness_Wearables,72.36,-1.78,2.51
2024-01-21,CA,Canada,Nutrition_Diets,79.66,-1.62,1.8
2024-01-21,CN,China,Fashion_Beauty,16.52,-2.11,-5.46
2024-01-21,CN,China,Fitness_Wearables,29.46,4.83,6.69
2024-01-21,CN,China,Nutrition_Diets,6.47,-1.2,-2.7
2024-01-21,DE,Germany,Fashion_Beauty,42.91,1.46,1.13
2024-01-21,DE,Germany,Fitness_Wearables,71.62,-1.71,0.9
2024-01-21,DE,Germany,Nutrition_Diets,43.19,-0.19,3.39
2024-01-21,FR,France,Fashion_Beauty,34.41,-0.25,-4.98
2024-01-21,FR,France,Fitness_Wearables,60.51,-0.42,1.48
2024-01-21,FR,France,Nutrition_Diets,33.58,0.58,1.24
2024-01-21,GB,United_Kingdom,Fashion_Beauty,48.37,-1.98,-3.73
2024-01-21,GB,United_Kingdom,Fitness_Wearables,76.19,-3.42,-1.56
2024-01-21,GB,United_Kingdom,Nutrition_Diets,79.92,0,3
2024-01-21,IN,India,Fashion_Beauty,53.08,-1.11,-0.25
2024-01-21,IN,India,Fitness_Wearables,72.11,-3.06,0.34
2024-01-21,IN,India,Nutrition_Diets,72.49,-5.74,1.82
2024-01-21,JP,Japan,Fashion_Beauty,21.55,0,0.59
2024-01-21,JP,Japan,Fitness_Wearables,32.3,2.32,4.97
2024-01-21,JP,Japan,Nutrition_Diets,12.09,0.69,1.28
2024-01-21,KE,Kenya,Fashion_Beauty,77.58,-0.16,3.28
2024-01-21,KE,Kenya,Fitness_Wearables,81.11,-1.5,-2.59
2024-01-21,KE,Kenya,Nutrition_Diets,89.42,7.39,2.32
2024-01-21,MX,Mexico,Fashion_Beauty,55.03,-1.08,1.78
2024-01-21,MX,Mexico,Fitness_Wearables,68.55,0.11,9.15
2024-01-21,MX,Mexico,Nutrition_Diets,31.02,-0.09,3.34
2024-01-21,NG,Nigeria,Fashion_Beauty,83.53,-0.14,0.15
2024-01-21,NG,Nigeria,Fitness_Wearables,76.3,1.34,1.34
2024-01-21,NG,Nigeria,Nutrition_Diets,86.58,4.84,2.91
2024-01-21,SG,Singapore,Fashion_Beauty,52.25,0.94,1.99
2024-01-21,SG,Singapore,Fitness_Wearables,61.59,1.19,5.27
2024-01-21,SG,Singapore,Nutrition_Diets,49.52,-2.97,0.64
2024-01-21,US,United_States,Fashion_Beauty,43.13,0.61,0.79
2024-01-21,US,United_States,Fitness_Wearables,58.58,-0.1,1.4
2024-01-21,US,United_States,Nutrition_Diets,60.09,2.95,8.85
2024-01-21,ZA,South_Africa,Fashion_Beauty,68.11,1.81,7.24
2024-01-21,ZA,South_Africa,Fitness_Wearables,85.38,-5.54,-3.77
2024-01-21,ZA,South_Africa,Nutrition_Diets,78.19,-5.38,2.13
2024-01-28,AE,United_Arab_Emirates,Fashion_Beauty,67.11,-0.85,-0.13
2024-01-28,AE,United_Arab_Emirates,Fitness_Wearables,71.22,3.13,4.49
2024-01-28,AE,United_Arab_Emirates,Nutrition_Diets,66.7,-0.46,2.66
2024-01-28,AU,Australia,Fashion_Beauty,57.57,-0.12,1.5
2024-01-28,AU,Australia,Fitness_Wearables,83.56,2.88,5.65
2024-01-28,AU,Australia,Nutrition_Diets,80.64,3.41,12.56
2024-01-28,BR,Brazil,Fashion_Beauty,50.55,-0.37,-1.11
2024-01-28,BR,Brazil,Fitness_Wearables,64.06,-1.41,0.69
2024-01-28,BR,Brazil,Nutrition_Diets,32.23,-1.17,-0.63
2024-01-28,CA,Canada,Fashion_Beauty,62.29,0.55,0.88
2024-01-28,CA,Canada,Fitness_Wearables,74.55,2.19,3.97
2024-01-28,CA,Canada,Nutrition_Diets,79.66,0,1.62
2024-01-28,CN,China,Fashion_Beauty,17.02,0.5,2.61
2024-01-28,CN,China,Fitness_Wearables,24.75,-4.71,-9.54
2024-01-28,CN,China,Nutrition_Diets,5.11,-1.36,-0.16
2024-01-28,DE,Germany,Fashion_Beauty,41.56,-1.35,-2.81
2024-01-28,DE,Germany,Fitness_Wearables,72.19,0.57,2.28
2024-01-28,DE,Germany,Nutrition_Diets,41.84,-1.35,-1.16
2024-01-28,FR,France,Fashion_Beauty,31.3,-3.11,-2.86
2024-01-28,FR,France,Fitness_Wearables,62.62,2.11,2.53
2024-01-28,FR,France,Nutrition_Diets,33.58,0,-0.58
2024-01-28,GB,United_Kingdom,Fashion_Beauty,49.53,1.16,3.14
2024-01-28,GB,United_Kingdom,Fitness_Wearables,79.3,3.11,6.53
2024-01-28,GB,United_Kingdom,Nutrition_Diets,75.22,-4.7,-4.7
2024-01-28,IN,India,Fashion_Beauty,52.22,-0.86,0.25
2024-01-28,IN,India,Fitness_Wearables,72.28,0.17,3.23
2024-01-28,IN,India,Nutrition_Diets,74.45,1.96,7.7
2024-01-28,JP,Japan,Fashion_Beauty,22.38,0.83,0.83
2024-01-28,JP,Japan,Fitness_Wearables,32.74,0.44,-1.88
2024-01-28,JP,Japan,Nutrition_Diets,12.28,0.19,-0.5
2024-01-28,KE,Kenya,Fashion_Beauty,78.89,1.31,1.47
2024-01-28,KE,Kenya,Fitness_Wearables,80.57,-0.54,0.96
2024-01-28,KE,Kenya,Nutrition_Diets,79.49,-9.93,-17.32
2024-01-28,MX,Mexico,Fashion_Beauty,52.58,-2.45,-1.37
2024-01-28,MX,Mexico,Fitness_Wearables,68.01,-0.54,-0.65
2024-01-28,MX,Mexico,Nutrition_Diets,30.93,-0.09,0
2024-01-28,NG,Nigeria,Fashion_Beauty,78.18,-5.35,-5.21
2024-01-28,NG,Nigeria,Fitness_Wearables,76.64,0.34,-1
2024-01-28,NG,Nigeria,Nutrition_Diets,82.35,-4.23,-9.07
2024-01-28,SG,Singapore,Fashion_Beauty,51.83,-0.42,-1.36
2024-01-28,SG,Singapore,Fitness_Wearables,61.99,0.4,-0.79
2024-01-28,SG,Singapore,Nutrition_Diets,49.73,0.21,3.18
2024-01-28,US,United_States,Fashion_Beauty,42.18,-0.95,-1.56
2024-01-28,US,United_States,Fitness_Wearables,58.38,-0.2,-0.1
2024-01-28,US,United_States,Nutrition_Diets,57.79,-2.3,-5.25
2024-01-28,ZA,South_Africa,Fashion_Beauty,67.41,-0.7,-2.51
2024-01-28,ZA,South_Africa,Fitness_Wearables,85.61,0.23,5.77
2024-01-28,ZA,South_Africa,Nutrition_Diets,74.24,-3.95,1.43
2024-02-04,AE,United_Arab_Emirates,Fashion_Beauty,69.89,2.78,3.63
2024-02-04,AE,United_Arab_Emirates,Fitness_Wearables,69.55,-1.67,-4.8
2024-02-04,AE,United_Arab_Emirates,Nutrition_Diets,67.98,1.28,1.74
2024-02-04,AU,Australia,Fashion_Beauty,58.93,1.36,1.48
2024-02-04,AU,Australia,Fitness_Wearables,81.6,-1.96,-4.84
2024-02-04,AU,Australia,Nutrition_Diets,77.23,-3.41,-6.82
2024-02-04,BR,Brazil,Fashion_Beauty,51.54,0.99,1.36
2024-02-04,BR,Brazil,Fitness_Wearables,61.06,-3,-1.59
2024-02-04,BR,Brazil,Nutrition_Diets,31.38,-0.85,0.32
2024-02-04,CA,Canada,Fashion_Beauty,63.4,1.11,0.56
2024-02-04,CA,Canada,Fitness_Wearables,71.2,-3.35,-5.54
2024-02-04,CA,Canada,Nutrition_Diets,77.32,-2.34,-2.34
2024-02-04,CN,China,Fashion_Beauty,12.42,-4.6,-5.1
2024-02-04,CN,China,Fitness_Wearables,21.29,-3.46,1.25
2024-02-04,CN,China,Nutrition_Diets,4.66,-0.45,0.91
2024-02-04,DE,Germany,Fashion_Beauty,43.13,1.57,2.92
2024-02-04,DE,Germany,Fitness_Wearables,70.15,-2.04,-2.61
2024-02-04,DE,Germany,Nutrition_Diets,40.97,-0.87,0.48
2024-02-04,FR,France,Fashion_Beauty,29.8,-1.5,1.61
2024-02-04,FR,France,Fitness_Wearables,58.08,-4.54,-6.65
2024-02-04,FR,France,Nutrition_Diets,32.76,-0.82,-0.82
2024-02-04,GB,United_Kingdom,Fashion_Beauty,49.77,0.24,-0.92
2024-02-04,GB,United_Kingdom,Fitness_Wearables,74.84,-4.46,-7.57
2024-02-04,GB,United_Kingdom,Nutrition_Diets,73.93,-1.29,3.41
2024-02-04,IN,India,Fashion_Beauty,53.45,1.23,2.09
2024-02-04,IN,India,Fitness_Wearables,71.77,-0.51,-0.68
2024-02-04,IN,India,Nutrition_Diets,73.27,-1.18,-3.14
2024-02-04,JP,Japan,Fashion_Beauty,22.26,-0.12,-0.95
2024-02-04,JP,Japan,Fitness_Wearables,31.64,-1.1,-1.54
2024-02-04,JP,Japan,Nutrition_Diets,12.09,-0.19,-0.38
2024-02-04,KE,Kenya,Fashion_Beauty,77.58,-1.31,-2.62
2024-02-04,KE,Kenya,Fitness_Wearables,72.69,-7.88,-7.34
2024-02-04,KE,Kenya,Nutrition_Diets,74.75,-4.74,5.19
2024-02-04,MX,Mexico,Fashion_Beauty,55.3,2.72,5.17
2024-02-04,MX,Mexico,Fitness_Wearables,68.55,0.54,1.08
2024-02-04,MX,Mexico,Nutrition_Diets,31.92,0.99,1.08
2024-02-04,NG,Nigeria,Fashion_Beauty,76.3,-1.88,3.47
2024-02-04,NG,Nigeria,Fitness_Wearables,78.82,2.18,1.84
2024-02-04,NG,Nigeria,Nutrition_Diets,78.36,-3.99,0.24
2024-02-04,SG,Singapore,Fashion_Beauty,50.79,-1.04,-0.62
2024-02-04,SG,Singapore,Fitness_Wearables,60.5,-1.49,-1.89
2024-02-04,SG,Singapore,Nutrition_Diets,51.33,1.6,1.39
2024-02-04,US,United_States,Fashion_Beauty,43.04,0.86,1.81
2024-02-04,US,United_States,Fitness_Wearables,55.59,-2.79,-2.59
2024-02-04,US,United_States,Nutrition_Diets,58.62,0.83,3.13
2024-02-04,ZA,South_Africa,Fashion_Beauty,63.23,-4.18,-3.48
2024-02-04,ZA,South_Africa,Fitness_Wearables,81.37,-4.24,-4.47
2024-02-04,ZA,South_Africa,Nutrition_Diets,74.75,0.51,4.46
2024-02-11,AE,United_Arab_Emirates,Fashion_Beauty,64.93,-4.96,-7.74
2024-02-11,AE,United_Arab_Emirates,Fitness_Wearables,67.67,-1.88,-0.21
2024-02-11,AE,United_Arab_Emirates,Nutrition_Diets,62.94,-5.04,-6.32
2024-02-11,AU,Australia,Fashion_Beauty,58.06,-0.87,-2.23
2024-02-11,AU,Australia,Fitness_Wearables,77.9,-3.7,-1.74
2024-02-11,AU,Australia,Nutrition_Diets,73.3,-3.93,-0.52
2024-02-11,BR,Brazil,Fashion_Beauty,49.57,-1.97,-2.96
2024-02-11,BR,Brazil,Fitness_Wearables,57.46,-3.6,-0.6
2024-02-11,BR,Brazil,Nutrition_Diets,30,-1.38,-0.53
2024-02-11,CA,Canada,Fashion_Beauty,60.53,-2.87,-3.98
2024-02-11,CA,Canada,Fitness_Wearables,70.68,-0.52,2.83
2024-02-11,CA,Canada,Nutrition_Diets,71.47,-5.85,-3.51
2024-02-11,CN,China,Fashion_Beauty,11.06,-1.36,3.24
2024-02-11,CN,China,Fitness_Wearables,28.34,7.05,10.51
2024-02-11,CN,China,Nutrition_Diets,4.81,0.15,0.6
2024-02-11,DE,Germany,Fashion_Beauty,41.12,-2.01,-3.58
2024-02-11,DE,Germany,Fitness_Wearables,69.35,-0.8,1.24
2024-02-11,DE,Germany,Nutrition_Diets,39.32,-1.65,-0.78
2024-02-11,FR,France,Fashion_Beauty,31.05,1.25,2.75
2024-02-11,FR,France,Fitness_Wearables,55.44,-2.64,1.9
2024-02-11,FR,France,Nutrition_Diets,33.66,0.9,1.72
2024-02-11,GB,United_Kingdom,Fashion_Beauty,49.77,0,-0.24
2024-02-11,GB,United_Kingdom,Fitness_Wearables,70.6,-4.24,0.22
2024-02-11,GB,United_Kingdom,Nutrition_Diets,69.53,-4.4,-3.11
2024-02-11,IN,India,Fashion_Beauty,51.48,-1.97,-3.2
2024-02-11,IN,India,Fitness_Wearables,69.22,-2.55,-2.04
2024-02-11,IN,India,Nutrition_Diets,72.88,-0.39,0.79
2024-02-11,JP,Japan,Fashion_Beauty,22.38,0.12,0.24
2024-02-11,JP,Japan,Fitness_Wearables,33.85,2.21,3.31
2024-02-11,JP,Japan,Nutrition_Diets,12.38,0.29,0.48
2024-02-11,KE,Kenya,Fashion_Beauty,74.3,-3.28,-1.97
2024-02-11,KE,Kenya,Fitness_Wearables,68.34,-4.35,3.53
2024-02-11,KE,Kenya,Nutrition_Diets,68.58,-6.17,-1.43
2024-02-11,MX,Mexico,Fashion_Beauty,53.53,-1.77,-4.49
2024-02-11,MX,Mexico,Fitness_Wearables,64.85,-3.7,-4.24
2024-02-11,MX,Mexico,Nutrition_Diets,29.13,-2.79,-3.78
